SURVEY_NAME,BIRTHDATE,SEX,GENDER,Q1,Q1_YES,Q1_OTHER,ADDRESS,FAMILY_INCOME,Q2,SCHOOL,SCHOOL_TYPE,ACADEMIC_STATUS,COURSE,Q3,Q3_OTHER,Q4,Q5,Q6,Q6_OTHER,Q7,Q8,Q8_OTHER,Q9,Q9_OTHER,Q3_Free Higher Education (FHE),Q3_Tertiary Education Subsidy (TES),Q6_My family socioeconomic status,Q6_My enrollment in state/government school,Q6_The type of course I am enrolled in,Q6_Others,Q9_Uniform,Q9_Books and other school materials,Q9_Subsidy for school activities,Q9_Others,AGE
Student Survey Entry,2003,Male,Man,No,,Ilocano,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Irregular,Information Technology Education,,,No,10,My enrollment in state/government school,,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,,,1.0,,,1.0,1.0,1.0,,20
Student Survey Entry,2004,Female,Woman,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,2,My enrollment in state/government school,,No,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,,,1.0,,,1.0,1.0,1.0,,19
Student Survey Entry,2003,Male,Man,No,,,"La Union,","50,000 – 74,999",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Irregular,Information Technology Education,,,Yes,5,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,1.0,,,,1.0,,,20
Student Survey Entry,2002,Male,Man,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,3,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,"Books and other school materials,Subsidy for school activities",,,,1.0,,,,,1.0,1.0,,21
Student Survey Entry,2002,Male,Man,No,,,"La Union,Caba","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,2,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Books and other school materials,Subsidy for school activities",,,,1.0,1.0,,,,1.0,1.0,,21
Student Survey Entry,2004,Male,Man,No,,,"La Union,City Of San Fernando (Capital)","25,000 – 49,999",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,9,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Uniform,,,,,1.0,,,1.0,,,,19
Student Survey Entry,2004,Female,Woman,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,6,My enrollment in state/government school,,No,My parents or my other relatives will support it,,Uniform,,,,,1.0,,,1.0,,,,19
Student Survey Entry,2001,Female,Woman,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,9,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,,,,,1.0,,,,,,,,22
Student Survey Entry,2002,Male,Man,No,,,"La Union,Santo Tomas","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,3,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,1.0,,,,,,1.0,,21
Student Survey Entry,2002,Female,Woman,Yes,,Bago,"La Union,Santol","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,4,The type of course I am enrolled in,,Yes,My parents or my other relatives will support it,,Uniform,,,,,,1.0,,1.0,,,,21
Student Survey Entry,1999,Female,Woman,No,,,"Pangasinan,Dasol","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,The type of course I am enrolled in,,Yes,My parents or my other relatives will support it,,Uniform,,,,,,1.0,,1.0,,,,24
Student Survey Entry,2002,Male,Woman,No,,,"La Union,Bauang","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,10,"My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,,1.0,1.0,,,,1.0,,21
Student Survey Entry,2002,Male,Man,No,,,"La Union,Bacnotan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,"My enrollment in state/government school,The type of course I am enrolled in",,No,A patron or donor who is not a relative will support me,,Uniform,,,,,1.0,1.0,,1.0,,,,21
Student Survey Entry,2002,Male,Man,No,,,"La Union,Bacnotan","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,"My enrollment in state/government school,The type of course I am enrolled in",,No,A patron or donor who is not a relative will support me,,Uniform,,,,,1.0,1.0,,1.0,,,,21
Student Survey Entry,2002,Female,Woman,No,,,"La Union,Bauang","25,000 – 49,999",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,,1.0,,,,,1.0,,21
Student Survey Entry,2001,Female,Prefer not to say,No,,,"La Union,Caba","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,,1.0,,,,,1.0,,22
Student Survey Entry,2001,Male,Man,No,,,"La Union,Bauang","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,9,"Others, please specify",,Yes,My parents or my other relatives will support it,,"Books and other school materials,Subsidy for school activities",,,,,,,1.0,,1.0,1.0,,22
Student Survey Entry,2001,Male,Man,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,,1.0,,,,,,1.0,,22
Student Survey Entry,2002,Male,Woman,No,,,"La Union,Naguilian","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,My family socioeconomic status,,No,I will work part time to support it,,"Books and other school materials,Subsidy for school activities",,,,1.0,,,,,1.0,1.0,,21
Student Survey Entry,2002,Male,Prefer not to say,No,,,"Ilocos Sur,Santa Cruz","25,000 – 49,999",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,3,My enrollment in state/government school,,Yes,I will work part time to support it,,Subsidy for school activities,,,,,1.0,,,,,1.0,,21
Student Survey Entry,2001,Female,Woman,No,,,"La Union,Aringay","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,6,My family socioeconomic status,,No,A patron or donor who is not a relative will support me,,"Subsidy for school activities,Others, please specify",,,,1.0,,,,,,1.0,1.0,22
Student Survey Entry,2002,Female,Woman,No,,,"La Union,Santol","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,,,1.0,1.0,,,1.0,1.0,,,21
Student Survey Entry,1994,Female,Woman,No,,,"Ilocos Sur,Magsingal","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,Subsidy for school activities,,,,1.0,1.0,,,,,1.0,,29
Student Survey Entry,2002,Female,Woman,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,"Uniform,Books and other school materials",,,,1.0,1.0,,,1.0,1.0,,,21
Student Survey Entry,2002,Male,Man,No,,,"La Union,Caba","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,1.0,,,,,1.0,,,21
Student Survey Entry,2003,Male,Man,No,,,"La Union,Bauang","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,6,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,"Others, please specify",,,,1.0,,,,,,,1.0,20
Student Survey Entry,2004,Male,Man,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,"State University and Colleges (SUC),Local University and Colleges (LUC)",Regular,Information Technology Education,,,No,6,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Uniform,,,,1.0,,,,1.0,,,,19
Student Survey Entry,2004,Male,Man,No,,none,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,9,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Uniform,,,,,1.0,,,1.0,,,,19
Student Survey Entry,2003,Male,Man,No,,,"La Union,Bauang","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,7,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,"Uniform,Others, please specify",,,,1.0,,,,1.0,,,1.0,20
Student Survey Entry,2003,Male,Man,No,,,"La Union,City Of San Fernando (Capital)","50,000 – 74,999",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,Yes,5,The type of course I am enrolled in,,Yes,My parents or my other relatives will support it,,Books and other school materials,,,,,,1.0,,,1.0,,,20
Student Survey Entry,2003,Male,Man,No,,,"La Union,City Of San Fernando (Capital)","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,Local University and Colleges (LUC),Regular,Information Technology Education,,,Yes,6,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Uniform,,,,,1.0,,,1.0,,,,20
Student Survey Entry,1999,Male,Man,No,,,"La Union,Aringay","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Irregular,Information Technology Education,,,Yes,1,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,"Books and other school materials,Subsidy for school activities",,,,1.0,1.0,,,,1.0,1.0,,24
Student Survey Entry,2001,Female,Woman,No,,,"La Union,Agoo","Less than 25,000",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Uniform,,,,,1.0,,,1.0,,,,22
Student Survey Entry,2002,Female,Woman,No,,,"La Union,San Juan","25,000 – 49,999",No,Don Mariano Marcos Memorial State University-Mid La Union,State University and Colleges (SUC),Regular,Information Technology Education,,,No,5,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Uniform,,,,,1.0,,,1.0,,,,21
